acc,PR_macro,RE_macro,f1_macro,AUC_macro,AUPR_macro,loss
0.49123935178668166,0.6581169249632287,0.3345868909945306,0.29839308863331526,0.5080008024864547,0.3355821285782113,0.8177207895925829
0.5015793694466129,0.6672105213468497,0.34339980103955553,0.3307896028947897,0.5413874798565087,0.3485976592994792,0.806054475424173
0.5078296627123777,0.6715079478037635,0.3489287049253453,0.3427654223846357,0.5632417612317387,0.3559125808396564,0.8038027230259421
0.5098761245409058,0.6729073223344474,0.35052034036440055,0.3446781362139209,0.5728248077989256,0.3590279297054992,0.8022419215290697
0.5108423019336344,0.6734721163377365,0.3510738611344752,0.34503099301367324,0.5757887387905097,0.3604160855403018,0.8017726164389324
0.5122713060244253,0.6744115939241727,0.3519368372255922,0.34561324561709766,0.5787092137124835,0.36324808621070465,0.8011377495485585
0.5144084136348319,0.6758455768156918,0.3532650902044532,0.3465228406552973,0.583636908969832,0.3666463699881541,0.8001586955327255
0.5162181300095124,0.6770444659277605,0.3544937616888286,0.3476828749886937,0.5857935851745552,0.3681671334924534,0.7996834213291848
0.5184586804533569,0.678570780438083,0.35607557773187054,0.34937021029814597,0.5888989849849345,0.3706995569794242,0.798972851538158
0.5196018837259895,0.6793644119978852,0.35696171883397615,0.3505222755639616,0.5920517783011967,0.3731985476885784,0.7981544869554626
0.5217805817539639,0.6808345270298476,0.3584029814578242,0.3517897632349218,0.5952168387403122,0.376568347535637,0.7972748647411386
0.5227456927257293,0.6814807647007051,0.3591594241325275,0.3527750368722112,0.5976650308772823,0.37899126773222075,0.796470437745948
0.5242888038595908,0.6825297701403849,0.360267882793955,0.353974553076351,0.599198919458204,0.38078679865319104,0.7958315024217526
0.5263608597912375,0.6839293717883749,0.3617922352731025,0.3556683619830534,0.6026704746647485,0.38408513704192054,0.7946929277239979
0.5268791403793899,0.6842842140954938,0.3621494796341565,0.3560218342694245,0.6031264929981829,0.3850503233761365,0.7943199512425002
0.5275360556927684,0.6847277237676872,0.3625821600208778,0.35641451104503324,0.6038997158012624,0.3858837015465793,0.7939522581083791
0.5287528420118671,0.685544306210299,0.36343934415183266,0.35729396399004804,0.6056480584520313,0.38772877296417896,0.7933123967239073
0.5285299600305423,0.6853998944886458,0.363276651321452,0.35711791110463914,0.6062372203475879,0.3883293114673953,0.7930631799089325
0.5293063144918078,0.685919435916642,0.3638150941262845,0.3576557406142398,0.6064961488410426,0.3886853866620492,0.7928793505355195
0.5298277943428501,0.6862778745305654,0.364186186580423,0.3580426922065052,0.6075072104847719,0.3897843757985644,0.7925185151658691
